seller,mean_pricing_gap,pricing_gap_variance,extreme_pricing_count,transaction_count,log_pricing_gap_variance,log_extreme_pricing_count,cluster
bmw of el paso,-289.84375,1404228.200604839,0,32,14.154999098538386,0.0,0
bmw of fairfax,-406.25,909800.8578431376,0,52,13.720982116150621,0.0,0
bmw of fort myers,-375.0,3088333.3333333335,0,16,14.94314245283268,0.0,2
bmw of freehold,-1276.1363636363637,3867644.027484144,2,44,15.168156359752569,1.0986122886681098,1
bmw of manhattan inc,-1284.090909090909,2516672.585227273,1,33,14.738448581650248,0.6931471805599453,1
bmw of minnetonka,71.05263157894737,1658212.7192982459,0,19,14.32125150823891,0.0,2
bmw of monrovia,-560.483870967742,3298490.5913978494,2,31,15.00897582842182,1.0986122886681098,1
bmw of mount laurel,94.99530516431925,1673321.561298609,1,213,14.330321765508131,0.6931471805599453,2
bmw of murrieta,558.1196581196581,2140536.951075745,1,117,14.576567734414983,0.6931471805599453,2
bmw of nashville,-175.0,788250.0,0,11,13.57757184603955,0.0,0
bmw of ontario,-1865.0,3957805.5555555555,1,10,15.191200529659092,0.6931471805599453,1
bmw of riverside,68.51851851851852,2530516.7356797773,2,162,14.743934478376687,1.0986122886681098,2
bmw of sterling,-86.11111111111111,549575.1633986927,0,18,13.21690264813222,0.0,0
bmw seattle,1328.9473684210527,969772.0864661654,0,57,13.78481739163515,0.0,2
boardwalk honda,-865.0,613711.5384615386,0,40,13.32728191909815,0.0,0
boast volkswagen,405.55555555555554,765555.5555555554,0,18,13.548358371893697,0.0,0
bob & chuck eddy cadillac chevrolet buick,380.4347826086956,1093406.6205533596,0,23,13.90480963501209,0.0,0
bob baker jeep,118.21266968325791,1925413.950020568,2,221,14.470652060926879,1.0986122886681098,2
bob baker toyota of lemon grove,-101.28865979381443,974523.0616408931,0,97,13.789704488893161,0.0,0
bob baker volkswagen subaru,271.1734693877551,915893.7118661898,0,98,13.727656693672248,0.0,0
bob brown chevrolet inc,-895.0,10110250.0,2,10,16.129060417592527,1.0986122886681098,1
bob frensley chrysler plymouth inc,427.5,943951.3888888889,0,10,13.757831008356666,0.0,0
bob mayberry hyundai inc,738.1578947368421,1753428.3625730993,0,19,14.37708406407437,0.0,2
bob parker & son auto sales inc,261.1111111111111,2027075.163398693,0,18,14.522104999172583,0.0,2
bob's rentals inc/avis systems licensee,-150.3125,91985.66060126584,0,80,11.429398852054106,0.0,0
bobb automotive inc,-342.6470588235294,7750056.704885343,1,119,15.863210847093468,0.6931471805599453,1
bobby rahal bmw of south hills,228.125,860267.8571428568,0,64,13.665000243957525,0.0,0
bobby rahal motorcar company,-396.6666666666667,1418336.1581920912,0,60,14.164995728045545,0.0,0
bobby rahal volvo jaguar land rover,-229.76190476190476,2089573.7327188943,1,63,14.552471126068713,0.6931471805599453,2
boch honda west,-434.44444444444446,1106642.1477343265,1,180,13.916841799951438,0.6931471805599453,0
boch new to you superstore,-483.1283422459893,769568.4952879335,0,935,13.553586540448185,0.0,0
boch toyota/scion south,-384.375,779122.8589650152,0,344,13.565925309601836,0.0,0
bolsam autos llc,-1809.090909090909,2550034.090909091,0,11,14.751617678180745,0.0,0
boniface hiers chrysler dodge jeep,555.7692307692307,5840115.384615383,2,26,15.580261283478329,1.0986122886681098,2
boone trail autohaus,705.2631578947369,8878304.093567252,2,19,15.999121228909242,1.0986122886681098,2
boucher chevrolet inc,-566.6666666666666,1995770.8333333333,0,21,14.50654141736219,0.0,0
bourne enterprises,-1405.0,2830017.8571428573,0,15,14.855793932898584,0.0,0
boyd brothers ford inc,95.0,3903678.5714285714,1,15,15.177430146155988,0.6931471805599453,2
boyd chev buick gmc of emporia va  inc,427.85714285714283,2001388.655462185,0,35,14.509352324974284,0.0,2
boyd chevrolet buick gmc,704.4354838709677,964846.8072448442,0,62,13.779725655183524,0.0,0
boyd honda of south hill,287.9032258064516,995661.2903225807,0,31,13.811163413129698,0.0,0
boykin motors of johnston co inc,709.6875,1726241.9897151894,0,80,14.361457922706917,0.0,2
brac of salt lake city,351.3888888888889,10137462.832550861,1,72,16.131748409710255,0.6931471805599453,2
brac of wichita - wichita landsman,811.8421052631579,524518.1365576101,0,38,13.170237191486777,0.0,0
braeger chevrolet,-45.625,2135186.313291139,1,80,14.574064935359004,0.6931471805599453,2
braman cadillac,-143.5483870967742,2461831.9892473114,0,31,14.716416748026468,0.0,2
braman honda of palm beach,315.92039800995025,6613526.523631845,5,201,15.704627734174188,1.791759469228055,1
braman kia,-759.0909090909091,1690909.090909091,0,11,14.340777457282734,0.0,0
braman motorcars,-444.3376068376068,6222749.452056049,13,234,15.643722561840342,2.6390573296152584,1
braman motorcars of jupiter,-1150.0,4881666.666666668,1,16,15.400997454423912,0.6931471805599453,1
braman motors,-593.0457746478874,3787670.1074379124,8,284,15.147261904660613,2.1972245773362196,1
brandon auto mall fiat,97.5609756097561,925400.1524390245,0,41,13.737982600795762,0.0,0
brandon mitsubishi,102.02702702702703,1552684.1910403555,0,74,14.25549637137007,0.0,0
brandywine chrysler jeep dodge,737.5,1072951.388888889,0,10,13.885924648670207,0.0,0
brandywine motor cars inc,-485.0,1324472.2222222222,0,10,14.096525370217124,0.0,0
branford motor 1,-583.0645161290323,623315.0449497622,0,62,13.342808964403314,0.0,0
bredemann lexus in glenview,-640.9090909090909,1442357.2938689215,1,44,14.181790036052856,0.6931471805599453,0
brickell honda buick & gmc,-717.3913043478261,2520081.5217391304,1,23,14.739802205673321,0.6931471805599453,2
briggs auto group inc,-207.5,982684.948979592,0,50,13.79804486586587,0.0,0
bright star credit union,-1111.4130434782608,2666095.981434465,4,138,14.796126156191367,1.6094379124341003,1
